id,city,country,dateAdded,dateUpdated,deposit,descriptions,features,fees,languages,lat,long,name,numBathroom,numBedroom,numBed,numPeople,imageUrl,petPolicy,prices.dateSeen,prices.dateValidEnd,prices.dateValidStart,prices.minStay,prices.period,prices.price,province,rules
1,Palm Springs,US,2015-09-24T17:09:30Z,2016-03-17T23:06:02Z,,"This unique home is a combination of Zen and Modern, offering areas of retreat for body, mind and soul. Each area of the home is a sanctuary on its own. Sleeping quarters include a king sized bed in the master, a queen in the guest and a full size bed sleeper sofa in the den.The front living room is just right with vintage midcentury modern furnishings for a friendly conversation with family and friends, just by yourself with the serenity of a good book, or a movie on the new 60' flat panel HDTV. Netflix, DirecTV and premium channels - all with surround sound - are included for your enjoyment. The entire living room opens up to a breathtaking view of the mountain range and the serenity of the pool area - all through the wall of glass doors. It's heaven-like with the soft sound of the waterfall in the background. The kitchen and dining room are open to the rest of the living space to make gatherings for meals a joy for everyone.The outdoor living space is as easy as the indoor space with areas for every type of entertaining without the walls. Dine or enjoy comfortable conversation under the pergola or relax on the huge twin bed sized loungers, all surrounded by lush fauna, 23 palms, fruit trees and statuary with a Zen influence. Feel the breeze and drift away in the sparkling, saltwater pool under the palms. At sunset, soak in the spa with a refreshing cocktail while your favorite music plays through the outdoor speakers. The entire house and backyard is wifi ready and everything is only steps from the pool, spa and waterfall.At night enjoy the fireplace by the pool highlighted by LED pool and spa lights as a backdrop. Choose from an array of colors or a color light show to add mood and excitement to your night. And last but certainly not least, everywhere in the backyard you'll be taken aback by the breathtaking views of the San Jancito mountains.This beautiful home is set within a few minutes of downtown Palm Springs shopping, dining, casinos and is also close to the many golf courses and the aerial tramway. The view, the home, the pool and spa area are all something to experience. It's an amazing place for that vacation and relaxation in the sun!Note: Kindly read over the house rules and let us know if you have any questions before booking. :) Air Conditioning Blender Books Ceiling Fans Central Heating Deck Dining Seats (8) Dishwasher Double Beds:(1) Dryer DVD Player Freezer   Grill Hairdryer Hot Tub Internet Access Kettle Linens Provided Microwave Mountain Views Outdoor Dining Area Paper Towels Provided Parking Patio   Porch Private Outdoor Pool (Heated) Refrigerator Safe Satellite TV Stereo System Stove Toaster Towels Provided TV Washer Wi-Fi",,"[{""amount"":""USD 50 / stay"",""type"":""Pet""},{""amount"":""USD 175 / stay"",""type"":""Cleaning fee""}]",,33.838097,-116.528496,Sweet Mid Century Pad W/ Hot Views!,2,2,,6,https://picsum.photos/200/300.jpg,,2015-12-18T00:00:00Z,28-Dec-15,24-Dec-15,4 nights,Weekly,USD 3300,CA,
2,Palm Springs,US,2015-09-24T17:09:30Z,2016-03-17T23:06:02Z,,"This unique home is a combination of Zen and Modern, offering areas of retreat for body, mind and soul. Each area of the home is a sanctuary on its own. Sleeping quarters include a king sized bed in the master, a queen in the guest and a full size bed sleeper sofa in the den.The front living room is just right with vintage midcentury modern furnishings for a friendly conversation with family and friends, just by yourself with the serenity of a good book, or a movie on the new 60' flat panel HDTV. Netflix, DirecTV and premium channels - all with surround sound - are included for your enjoyment. The entire living room opens up to a breathtaking view of the mountain range and the serenity of the pool area - all through the wall of glass doors. It's heaven-like with the soft sound of the waterfall in the background. The kitchen and dining room are open to the rest of the living space to make gatherings for meals a joy for everyone.The outdoor living space is as easy as the indoor space with areas for every type of entertaining without the walls. Dine or enjoy comfortable conversation under the pergola or relax on the huge twin bed sized loungers, all surrounded by lush fauna, 23 palms, fruit trees and statuary with a Zen influence. Feel the breeze and drift away in the sparkling, saltwater pool under the palms. At sunset, soak in the spa with a refreshing cocktail while your favorite music plays through the outdoor speakers. The entire house and backyard is wifi ready and everything is only steps from the pool, spa and waterfall.At night enjoy the fireplace by the pool highlighted by LED pool and spa lights as a backdrop. Choose from an array of colors or a color light show to add mood and excitement to your night. And last but certainly not least, everywhere in the backyard you'll be taken aback by the breathtaking views of the San Jancito mountains.This beautiful home is set within a few minutes of downtown Palm Springs shopping, dining, casinos and is also close to the many golf courses and the aerial tramway. The view, the home, the pool and spa area are all something to experience. It's an amazing place for that vacation and relaxation in the sun!Note: Kindly read over the house rules and let us know if you have any questions before booking. :) Air Conditioning Blender Books Ceiling Fans Central Heating Deck Dining Seats (8) Dishwasher Double Beds:(1) Dryer DVD Player Freezer   Grill Hairdryer Hot Tub Internet Access Kettle Linens Provided Microwave Mountain Views Outdoor Dining Area Paper Towels Provided Parking Patio   Porch Private Outdoor Pool (Heated) Refrigerator Safe Satellite TV Stereo System Stove Toaster Towels Provided TV Washer Wi-Fi",,"[{""amount"":""USD 50 / stay"",""type"":""Pet""},{""amount"":""USD 175 / stay"",""type"":""Cleaning fee""}]",,33.838097,-116.528496,Sweet Mid Century Pad W/ Hot Views!,2,2,,6,https://picsum.photos/200/300.jpg,,2015-12-18T00:00:00Z,3-Jan-16,30-Dec-15,3 nights,Weekly,USD 3200,CA,
3,Palm Springs,US,2015-09-24T17:09:30Z,2016-03-17T23:06:02Z,,"This unique home is a combination of Zen and Modern, offering areas of retreat for body, mind and soul. Each area of the home is a sanctuary on its own. Sleeping quarters include a king sized bed in the master, a queen in the guest and a full size bed sleeper sofa in the den.The front living room is just right with vintage midcentury modern furnishings for a friendly conversation with family and friends, just by yourself with the serenity of a good book, or a movie on the new 60' flat panel HDTV. Netflix, DirecTV and premium channels - all with surround sound - are included for your enjoyment. The entire living room opens up to a breathtaking view of the mountain range and the serenity of the pool area - all through the wall of glass doors. It's heaven-like with the soft sound of the waterfall in the background. The kitchen and dining room are open to the rest of the living space to make gatherings for meals a joy for everyone.The outdoor living space is as easy as the indoor space with areas for every type of entertaining without the walls. Dine or enjoy comfortable conversation under the pergola or relax on the huge twin bed sized loungers, all surrounded by lush fauna, 23 palms, fruit trees and statuary with a Zen influence. Feel the breeze and drift away in the sparkling, saltwater pool under the palms. At sunset, soak in the spa with a refreshing cocktail while your favorite music plays through the outdoor speakers. The entire house and backyard is wifi ready and everything is only steps from the pool, spa and waterfall.At night enjoy the fireplace by the pool highlighted by LED pool and spa lights as a backdrop. Choose from an array of colors or a color light show to add mood and excitement to your night. And last but certainly not least, everywhere in the backyard you'll be taken aback by the breathtaking views of the San Jancito mountains.This beautiful home is set within a few minutes of downtown Palm Springs shopping, dining, casinos and is also close to the many golf courses and the aerial tramway. The view, the home, the pool and spa area are all something to experience. It's an amazing place for that vacation and relaxation in the sun!Note: Kindly read over the house rules and let us know if you have any questions before booking. :) Air Conditioning Blender Books Ceiling Fans Central Heating Deck Dining Seats (8) Dishwasher Double Beds:(1) Dryer DVD Player Freezer   Grill Hairdryer Hot Tub Internet Access Kettle Linens Provided Microwave Mountain Views Outdoor Dining Area Paper Towels Provided Parking Patio   Porch Private Outdoor Pool (Heated) Refrigerator Safe Satellite TV Stereo System Stove Toaster Towels Provided TV Washer Wi-Fi",,"[{""amount"":""USD 50 / stay"",""type"":""Pet""},{""amount"":""USD 175 / stay"",""type"":""Cleaning fee""}]",,33.838097,-116.528496,Sweet Mid Century Pad W/ Hot Views!,2,2,,6,https://picsum.photos/200/300.jpg,,2015-12-18T00:00:00Z,28-Dec-15,24-Dec-15,4 nights,Weeknight,USD 525,CA,
4,Palm Springs,US,2015-09-24T17:09:30Z,2016-03-17T23:06:02Z,,"This unique home is a combination of Zen and Modern, offering areas of retreat for body, mind and soul. Each area of the home is a sanctuary on its own. Sleeping quarters include a king sized bed in the master, a queen in the guest and a full size bed sleeper sofa in the den.The front living room is just right with vintage midcentury modern furnishings for a friendly conversation with family and friends, just by yourself with the serenity of a good book, or a movie on the new 60' flat panel HDTV. Netflix, DirecTV and premium channels - all with surround sound - are included for your enjoyment. The entire living room opens up to a breathtaking view of the mountain range and the serenity of the pool area - all through the wall of glass doors. It's heaven-like with the soft sound of the waterfall in the background. The kitchen and dining room are open to the rest of the living space to make gatherings for meals a joy for everyone.The outdoor living space is as easy as the indoor space with areas for every type of entertaining without the walls. Dine or enjoy comfortable conversation under the pergola or relax on the huge twin bed sized loungers, all surrounded by lush fauna, 23 palms, fruit trees and statuary with a Zen influence. Feel the breeze and drift away in the sparkling, saltwater pool under the palms. At sunset, soak in the spa with a refreshing cocktail while your favorite music plays through the outdoor speakers. The entire house and backyard is wifi ready and everything is only steps from the pool, spa and waterfall.At night enjoy the fireplace by the pool highlighted by LED pool and spa lights as a backdrop. Choose from an array of colors or a color light show to add mood and excitement to your night. And last but certainly not least, everywhere in the backyard you'll be taken aback by the breathtaking views of the San Jancito mountains.This beautiful home is set within a few minutes of downtown Palm Springs shopping, dining, casinos and is also close to the many golf courses and the aerial tramway. The view, the home, the pool and spa area are all something to experience. It's an amazing place for that vacation and relaxation in the sun!Note: Kindly read over the house rules and let us know if you have any questions before booking. :) Air Conditioning Blender Books Ceiling Fans Central Heating Deck Dining Seats (8) Dishwasher Double Beds:(1) Dryer DVD Player Freezer   Grill Hairdryer Hot Tub Internet Access Kettle Linens Provided Microwave Mountain Views Outdoor Dining Area Paper Towels Provided Parking Patio   Porch Private Outdoor Pool (Heated) Refrigerator Safe Satellite TV Stereo System Stove Toaster Towels Provided TV Washer Wi-Fi",,"[{""amount"":""USD 50 / stay"",""type"":""Pet""},{""amount"":""USD 175 / stay"",""type"":""Cleaning fee""}]",,33.838097,-116.528496,Sweet Mid Century Pad W/ Hot Views!,2,2,,6,https://picsum.photos/200/300.jpg,,2015-12-18T00:00:00Z,3-Jan-16,30-Dec-15,3 nights,Weeknight,USD 500,CA,
5,Palm Springs,US,2015-09-24T17:09:30Z,2016-03-17T23:06:02Z,,"This unique home is a combination of Zen and Modern, offering areas of retreat for body, mind and soul. Each area of the home is a sanctuary on its own. Sleeping quarters include a king sized bed in the master, a queen in the guest and a full size bed sleeper sofa in the den.The front living room is just right with vintage midcentury modern furnishings for a friendly conversation with family and friends, just by yourself with the serenity of a good book, or a movie on the new 60' flat panel HDTV. Netflix, DirecTV and premium channels - all with surround sound - are included for your enjoyment. The entire living room opens up to a breathtaking view of the mountain range and the serenity of the pool area - all through the wall of glass doors. It's heaven-like with the soft sound of the waterfall in the background. The kitchen and dining room are open to the rest of the living space to make gatherings for meals a joy for everyone.The outdoor living space is as easy as the indoor space with areas for every type of entertaining without the walls. Dine or enjoy comfortable conversation under the pergola or relax on the huge twin bed sized loungers, all surrounded by lush fauna, 23 palms, fruit trees and statuary with a Zen influence. Feel the breeze and drift away in the sparkling, saltwater pool under the palms. At sunset, soak in the spa with a refreshing cocktail while your favorite music plays through the outdoor speakers. The entire house and backyard is wifi ready and everything is only steps from the pool, spa and waterfall.At night enjoy the fireplace by the pool highlighted by LED pool and spa lights as a backdrop. Choose from an array of colors or a color light show to add mood and excitement to your night. And last but certainly not least, everywhere in the backyard you'll be taken aback by the breathtaking views of the San Jancito mountains.This beautiful home is set within a few minutes of downtown Palm Springs shopping, dining, casinos and is also close to the many golf courses and the aerial tramway. The view, the home, the pool and spa area are all something to experience. It's an amazing place for that vacation and relaxation in the sun!Note: Kindly read over the house rules and let us know if you have any questions before booking. :) Air Conditioning Blender Books Ceiling Fans Central Heating Deck Dining Seats (8) Dishwasher Double Beds:(1) Dryer DVD Player Freezer   Grill Hairdryer Hot Tub Internet Access Kettle Linens Provided Microwave Mountain Views Outdoor Dining Area Paper Towels Provided Parking Patio   Porch Private Outdoor Pool (Heated) Refrigerator Safe Satellite TV Stereo System Stove Toaster Towels Provided TV Washer Wi-Fi",,"[{""amount"":""USD 50 / stay"",""type"":""Pet""},{""amount"":""USD 175 / stay"",""type"":""Cleaning fee""}]",,33.838097,-116.528496,Sweet Mid Century Pad W/ Hot Views!,2,2,,6,https://picsum.photos/200/300.jpg,,"2016-01-21T00:00:00Z, 2016-01-03T00:00:00Z, 2015-12-18T00:00:00Z",31-May-16,4-Jan-16,1 night,Weekly,USD 2499,CA,
6,Palm Springs,US,2015-09-24T17:09:30Z,2016-03-17T23:06:02Z,,"This unique home is a combination of Zen and Modern, offering areas of retreat for body, mind and soul. Each area of the home is a sanctuary on its own. Sleeping quarters include a king sized bed in the master, a queen in the guest and a full size bed sleeper sofa in the den.The front living room is just right with vintage midcentury modern furnishings for a friendly conversation with family and friends, just by yourself with the serenity of a good book, or a movie on the new 60' flat panel HDTV. Netflix, DirecTV and premium channels - all with surround sound - are included for your enjoyment. The entire living room opens up to a breathtaking view of the mountain range and the serenity of the pool area - all through the wall of glass doors. It's heaven-like with the soft sound of the waterfall in the background. The kitchen and dining room are open to the rest of the living space to make gatherings for meals a joy for everyone.The outdoor living space is as easy as the indoor space with areas for every type of entertaining without the walls. Dine or enjoy comfortable conversation under the pergola or relax on the huge twin bed sized loungers, all surrounded by lush fauna, 23 palms, fruit trees and statuary with a Zen influence. Feel the breeze and drift away in the sparkling, saltwater pool under the palms. At sunset, soak in the spa with a refreshing cocktail while your favorite music plays through the outdoor speakers. The entire house and backyard is wifi ready and everything is only steps from the pool, spa and waterfall.At night enjoy the fireplace by the pool highlighted by LED pool and spa lights as a backdrop. Choose from an array of colors or a color light show to add mood and excitement to your night. And last but certainly not least, everywhere in the backyard you'll be taken aback by the breathtaking views of the San Jancito mountains.This beautiful home is set within a few minutes of downtown Palm Springs shopping, dining, casinos and is also close to the many golf courses and the aerial tramway. The view, the home, the pool and spa area are all something to experience. It's an amazing place for that vacation and relaxation in the sun!Note: Kindly read over the house rules and let us know if you have any questions before booking. :) Air Conditioning Blender Books Ceiling Fans Central Heating Deck Dining Seats (8) Dishwasher Double Beds:(1) Dryer DVD Player Freezer   Grill Hairdryer Hot Tub Internet Access Kettle Linens Provided Microwave Mountain Views Outdoor Dining Area Paper Towels Provided Parking Patio   Porch Private Outdoor Pool (Heated) Refrigerator Safe Satellite TV Stereo System Stove Toaster Towels Provided TV Washer Wi-Fi",,"[{""amount"":""USD 50 / stay"",""type"":""Pet""},{""amount"":""USD 175 / stay"",""type"":""Cleaning fee""}]",,33.838097,-116.528496,Sweet Mid Century Pad W/ Hot Views!,2,2,,6,https://picsum.photos/200/300.jpg,,"2016-01-21T00:00:00Z, 2016-01-03T00:00:00Z, 2015-12-18T00:00:00Z",31-May-16,4-Jan-16,1 night,Weeknight,USD 335,CA,
7,Palm Springs,US,2015-09-24T17:09:30Z,2016-03-17T23:06:02Z,,"This unique home is a combination of Zen and Modern, offering areas of retreat for body, mind and soul. Each area of the home is a sanctuary on its own. Sleeping quarters include a king sized bed in the master, a queen in the guest and a full size bed sleeper sofa in the den.The front living room is just right with vintage midcentury modern furnishings for a friendly conversation with family and friends, just by yourself with the serenity of a good book, or a movie on the new 60' flat panel HDTV. Netflix, DirecTV and premium channels - all with surround sound - are included for your enjoyment. The entire living room opens up to a breathtaking view of the mountain range and the serenity of the pool area - all through the wall of glass doors. It's heaven-like with the soft sound of the waterfall in the background. The kitchen and dining room are open to the rest of the living space to make gatherings for meals a joy for everyone.The outdoor living space is as easy as the indoor space with areas for every type of entertaining without the walls. Dine or enjoy comfortable conversation under the pergola or relax on the huge twin bed sized loungers, all surrounded by lush fauna, 23 palms, fruit trees and statuary with a Zen influence. Feel the breeze and drift away in the sparkling, saltwater pool under the palms. At sunset, soak in the spa with a refreshing cocktail while your favorite music plays through the outdoor speakers. The entire house and backyard is wifi ready and everything is only steps from the pool, spa and waterfall.At night enjoy the fireplace by the pool highlighted by LED pool and spa lights as a backdrop. Choose from an array of colors or a color light show to add mood and excitement to your night. And last but certainly not least, everywhere in the backyard you'll be taken aback by the breathtaking views of the San Jancito mountains.This beautiful home is set within a few minutes of downtown Palm Springs shopping, dining, casinos and is also close to the many golf courses and the aerial tramway. The view, the home, the pool and spa area are all something to experience. It's an amazing place for that vacation and relaxation in the sun!Note: Kindly read over the house rules and let us know if you have any questions before booking. :) Air Conditioning Blender Books Ceiling Fans Central Heating Deck Dining Seats (8) Dishwasher Double Beds:(1) Dryer DVD Player Freezer   Grill Hairdryer Hot Tub Internet Access Kettle Linens Provided Microwave Mountain Views Outdoor Dining Area Paper Towels Provided Parking Patio   Porch Private Outdoor Pool (Heated) Refrigerator Safe Satellite TV Stereo System Stove Toaster Towels Provided TV Washer Wi-Fi",,"[{""amount"":""USD 50 / stay"",""type"":""Pet""},{""amount"":""USD 175 / stay"",""type"":""Cleaning fee""}]",,33.838097,-116.528496,Sweet Mid Century Pad W/ Hot Views!,2,2,,6,https://picsum.photos/200/300.jpg,,2016-02-09T00:00:00Z,,,3 nights,Weekend night,USD 400,CA,
8,Palm Springs,US,2015-09-24T17:09:30Z,2016-03-17T23:06:02Z,,"This unique home is a combination of Zen and Modern, offering areas of retreat for body, mind and soul. Each area of the home is a sanctuary on its own. Sleeping quarters include a king sized bed in the master, a queen in the guest and a full size bed sleeper sofa in the den.The front living room is just right with vintage midcentury modern furnishings for a friendly conversation with family and friends, just by yourself with the serenity of a good book, or a movie on the new 60' flat panel HDTV. Netflix, DirecTV and premium channels - all with surround sound - are included for your enjoyment. The entire living room opens up to a breathtaking view of the mountain range and the serenity of the pool area - all through the wall of glass doors. It's heaven-like with the soft sound of the waterfall in the background. The kitchen and dining room are open to the rest of the living space to make gatherings for meals a joy for everyone.The outdoor living space is as easy as the indoor space with areas for every type of entertaining without the walls. Dine or enjoy comfortable conversation under the pergola or relax on the huge twin bed sized loungers, all surrounded by lush fauna, 23 palms, fruit trees and statuary with a Zen influence. Feel the breeze and drift away in the sparkling, saltwater pool under the palms. At sunset, soak in the spa with a refreshing cocktail while your favorite music plays through the outdoor speakers. The entire house and backyard is wifi ready and everything is only steps from the pool, spa and waterfall.At night enjoy the fireplace by the pool highlighted by LED pool and spa lights as a backdrop. Choose from an array of colors or a color light show to add mood and excitement to your night. And last but certainly not least, everywhere in the backyard you'll be taken aback by the breathtaking views of the San Jancito mountains.This beautiful home is set within a few minutes of downtown Palm Springs shopping, dining, casinos and is also close to the many golf courses and the aerial tramway. The view, the home, the pool and spa area are all something to experience. It's an amazing place for that vacation and relaxation in the sun!Note: Kindly read over the house rules and let us know if you have any questions before booking. :) Air Conditioning Blender Books Ceiling Fans Central Heating Deck Dining Seats (8) Dishwasher Double Beds:(1) Dryer DVD Player Freezer   Grill Hairdryer Hot Tub Internet Access Kettle Linens Provided Microwave Mountain Views Outdoor Dining Area Paper Towels Provided Parking Patio   Porch Private Outdoor Pool (Heated) Refrigerator Safe Satellite TV Stereo System Stove Toaster Towels Provided TV Washer Wi-Fi",,"[{""amount"":""USD 50 / stay"",""type"":""Pet""},{""amount"":""USD 175 / stay"",""type"":""Cleaning fee""}]",,33.838097,-116.528496,Sweet Mid Century Pad W/ Hot Views!,2,2,,6,https://picsum.photos/200/300.jpg,,2016-03-04T00:00:00Z,,,4 nights,Weekly,USD 2599,CA,
9,Palm Springs,US,2015-09-24T17:09:30Z,2016-03-17T23:06:02Z,,"This unique home is a combination of Zen and Modern, offering areas of retreat for body, mind and soul. Each area of the home is a sanctuary on its own. Sleeping quarters include a king sized bed in the master, a queen in the guest and a full size bed sleeper sofa in the den.The front living room is just right with vintage midcentury modern furnishings for a friendly conversation with family and friends, just by yourself with the serenity of a good book, or a movie on the new 60' flat panel HDTV. Netflix, DirecTV and premium channels - all with surround sound - are included for your enjoyment. The entire living room opens up to a breathtaking view of the mountain range and the serenity of the pool area - all through the wall of glass doors. It's heaven-like with the soft sound of the waterfall in the background. The kitchen and dining room are open to the rest of the living space to make gatherings for meals a joy for everyone.The outdoor living space is as easy as the indoor space with areas for every type of entertaining without the walls. Dine or enjoy comfortable conversation under the pergola or relax on the huge twin bed sized loungers, all surrounded by lush fauna, 23 palms, fruit trees and statuary with a Zen influence. Feel the breeze and drift away in the sparkling, saltwater pool under the palms. At sunset, soak in the spa with a refreshing cocktail while your favorite music plays through the outdoor speakers. The entire house and backyard is wifi ready and everything is only steps from the pool, spa and waterfall.At night enjoy the fireplace by the pool highlighted by LED pool and spa lights as a backdrop. Choose from an array of colors or a color light show to add mood and excitement to your night. And last but certainly not least, everywhere in the backyard you'll be taken aback by the breathtaking views of the San Jancito mountains.This beautiful home is set within a few minutes of downtown Palm Springs shopping, dining, casinos and is also close to the many golf courses and the aerial tramway. The view, the home, the pool and spa area are all something to experience. It's an amazing place for that vacation and relaxation in the sun!Note: Kindly read over the house rules and let us know if you have any questions before booking. :) Air Conditioning Blender Books Ceiling Fans Central Heating Deck Dining Seats (8) Dishwasher Double Beds:(1) Dryer DVD Player Freezer   Grill Hairdryer Hot Tub Internet Access Kettle Linens Provided Microwave Mountain Views Outdoor Dining Area Paper Towels Provided Parking Patio   Porch Private Outdoor Pool (Heated) Refrigerator Safe Satellite TV Stereo System Stove Toaster Towels Provided TV Washer Wi-Fi",,"[{""amount"":""USD 50 / stay"",""type"":""Pet""},{""amount"":""USD 175 / stay"",""type"":""Cleaning fee""}]",,33.838097,-116.528496,Sweet Mid Century Pad W/ Hot Views!,2,2,,6,https://picsum.photos/200/300.jpg,,2016-03-04T00:00:00Z,,,4 nights,Weeknight,USD 375,CA,
10,Palm Springs,US,2015-09-24T17:09:30Z,2016-03-17T23:06:02Z,,"This unique home is a combination of Zen and Modern, offering areas of retreat for body, mind and soul. Each area of the home is a sanctuary on its own. Sleeping quarters include a king sized bed in the master, a queen in the guest and a full size bed sleeper sofa in the den.The front living room is just right with vintage midcentury modern furnishings for a friendly conversation with family and friends, just by yourself with the serenity of a good book, or a movie on the new 60' flat panel HDTV. Netflix, DirecTV and premium channels - all with surround sound - are included for your enjoyment. The entire living room opens up to a breathtaking view of the mountain range and the serenity of the pool area - all through the wall of glass doors. It's heaven-like with the soft sound of the waterfall in the background. The kitchen and dining room are open to the rest of the living space to make gatherings for meals a joy for everyone.The outdoor living space is as easy as the indoor space with areas for every type of entertaining without the walls. Dine or enjoy comfortable conversation under the pergola or relax on the huge twin bed sized loungers, all surrounded by lush fauna, 23 palms, fruit trees and statuary with a Zen influence. Feel the breeze and drift away in the sparkling, saltwater pool under the palms. At sunset, soak in the spa with a refreshing cocktail while your favorite music plays through the outdoor speakers. The entire house and backyard is wifi ready and everything is only steps from the pool, spa and waterfall.At night enjoy the fireplace by the pool highlighted by LED pool and spa lights as a backdrop. Choose from an array of colors or a color light show to add mood and excitement to your night. And last but certainly not least, everywhere in the backyard you'll be taken aback by the breathtaking views of the San Jancito mountains.This beautiful home is set within a few minutes of downtown Palm Springs shopping, dining, casinos and is also close to the many golf courses and the aerial tramway. The view, the home, the pool and spa area are all something to experience. It's an amazing place for that vacation and relaxation in the sun!Note: Kindly read over the house rules and let us know if you have any questions before booking. :) Air Conditioning Blender Books Ceiling Fans Central Heating Deck Dining Seats (8) Dishwasher Double Beds:(1) Dryer DVD Player Freezer   Grill Hairdryer Hot Tub Internet Access Kettle Linens Provided Microwave Mountain Views Outdoor Dining Area Paper Towels Provided Parking Patio   Porch Private Outdoor Pool (Heated) Refrigerator Safe Satellite TV Stereo System Stove Toaster Towels Provided TV Washer Wi-Fi",,"[{""amount"":""USD 50 / stay"",""type"":""Pet""},{""amount"":""USD 175 / stay"",""type"":""Cleaning fee""}]",,33.838097,-116.528496,Sweet Mid Century Pad W/ Hot Views!,2,2,,6,https://picsum.photos/200/300.jpg,,2016-03-15T00:00:00Z,,,2 nights,Monthly,USD 8000,CA,
